"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko00680"	"Methane metabolism"	"16/654"	"28/1233"	0.403566105508583	0.994063635753406	0.978435841069654	"gene3030/gene761/gene3631/gene1633/gene762/gene19/gene3160/gene97/gene441/gene581/gene562/gene3105/gene849/gene3915/gene2562/gene2824"	16
"ko02060"	"Phosphotransferase system (PTS)"	"16/654"	"28/1233"	0.403566105508583	0.994063635753406	0.978435841069654	"gene1414/gene3919/gene618/gene3049/gene3918/gene3917/gene3526/gene430/gene259/gene3524/gene468/gene1469/gene579/gene177/gene1520/gene3041"	16
"ko00900"	"Terpenoid backbone biosynthesis"	"10/654"	"17/1233"	0.408853574189527	0.994063635753406	0.978435841069654	"gene3929/gene3269/gene479/gene604/gene1853/gene1855/gene2958/gene1494/gene2987/gene2993"	10
"ko00720"	"Carbon fixation pathways in prokaryotes"	"17/654"	"30/1233"	0.41543630483888	0.994063635753406	0.978435841069654	"gene3929/gene1081/gene1027/gene2524/gene2523/gene3671/gene3672/gene2145/gene2290/gene3160/gene3446/gene581/gene2352/gene2563/gene2958/gene849/gene2562"	17
"ko00270"	"Cysteine and methionine metabolism"	"24/654"	"43/1233"	0.416019545097559	0.994063635753406	0.978435841069654	"gene745/gene2516/gene984/gene983/gene1883/gene110/gene2865/gene3655/gene2914/gene1057/gene26/gene1601/gene293/gene309/gene1877/gene3446/gene2937/gene2287/gene2296/gene523/gene735/gene2663/gene2986/gene2664"	24
"ko02026"	"Biofilm formation - Escherichia coli"	"11/654"	"19/1233"	0.424572058135503	0.994063635753406	0.978435841069654	"gene3933/gene2299/gene2204/gene618/gene2300/gene2298/gene1723/gene3526/gene1285/gene1622/gene1328"	11
"ko00640"	"Propanoate metabolism"	"12/654"	"21/1233"	0.438645846354008	0.994063635753406	0.978435841069654	"gene3929/gene4014/gene4015/gene3671/gene1665/gene3672/gene3655/gene4016/gene3160/gene293/gene2352/gene2958"	12
"ko01501"	"beta-Lactam resistance"	"12/654"	"21/1233"	0.438645846354008	0.994063635753406	0.978435841069654	"gene207/gene3536/gene3537/gene2191/gene3740/gene212/gene2570/gene3750/gene3739/gene3744/gene361/gene1747"	12
"ko01130"	"Biosynthesis of antibiotics"	"101/654"	"188/1233"	0.451043097170099	0.994063635753406	0.978435841069654	"gene3929/gene209/gene210/gene1081/gene1027/gene3030/gene3269/gene761/gene2524/gene2523/gene984/gene1633/gene949/gene117/gene4013/gene945/gene948/gene947/gene179/gene3671/gene946/gene762/gene110/gene3885/gene3672/gene3655/gene1458/gene2914/gene3115/gene1879/gene1057/gene19/gene479/gene1457/gene2290/gene26/gene2227/gene1111/gene1455/gene1453/gene3261/gene1454/gene212/gene111/gene2394/gene293/gene604/gene2764/gene2377/gene3710/gene565/gene97/gene99/gene1853/gene309/gene1452/gene3519/gene1028/gene778/gene1877/gene2082/gene118/gene1855/gene1093/gene656/gene2446/gene1733/gene950/gene3318/gene2287/gene2296/gene2396/gene563/gene951/gene462/gene2352/gene2570/gene562/gene2563/gene2445/gene529/gene760/gene1715/gene523/gene2958/gene3105/gene2455/gene2456/gene3915/gene2916/gene1029/gene2457/gene1408/gene1456/gene991/gene2987/gene2993/gene2311/gene2824/gene2359/gene3065"	101
"ko00620"	"Pyruvate metabolism"	"21/654"	"38/1233"	0.456088577384879	0.994063635753406	0.978435841069654	"gene3929/gene1081/gene2524/gene2523/gene4013/gene3671/gene3885/gene3672/gene3655/gene2290/gene3160/gene293/gene1093/gene563/gene581/gene2352/gene2563/gene2958/gene3259/gene849/gene2775"	21
"ko01200"	"Carbon metabolism"	"47/654"	"87/1233"	0.469360189505266	0.994063635753406	0.978435841069654	"gene3929/gene209/gene1081/gene1027/gene3030/gene761/gene3631/gene2524/gene2523/gene984/gene1633/gene2081/gene3767/gene438/gene3671/gene762/gene3672/gene2145/gene19/gene2290/gene3160/gene2768/gene3058/gene2764/gene97/gene1028/gene778/gene1093/gene3446/gene3318/gene2296/gene441/gene563/gene581/gene2352/gene2796/gene562/gene2563/gene760/gene735/gene2958/gene849/gene3915/gene2562/gene1408/gene507/gene2824"	47
"ko00564"	"Glycerophospholipid metabolism"	"16/654"	"29/1233"	0.483800323016949	0.994063635753406	0.978435841069654	"gene2086/gene3864/gene1686/gene725/gene736/gene1872/gene850/gene1850/gene2564/gene3999/gene1076/gene3413/gene475/gene16/gene2800/gene2307"	16
"ko01210"	"2-Oxocarboxylic acid metabolism"	"17/654"	"31/1233"	0.493128224321616	0.994063635753406	0.978435841069654	"gene1027/gene2914/gene1057/gene26/gene3261/gene99/gene309/gene1028/gene1877/gene2287/gene3259/gene2455/gene2456/gene2457/gene3258/gene1530/gene2359"	17
"ko00450"	"Selenocompound metabolism"	"10/654"	"18/1233"	0.510872580569661	0.994063635753406	0.978435841069654	"gene1609/gene983/gene117/gene3166/gene110/gene3388/gene111/gene922/gene118/gene2415"	10
"ko00630"	"Glyoxylate and dicarboxylate metabolism"	"10/654"	"18/1233"	0.510872580569661	0.994063635753406	0.978435841069654	"gene3929/gene1027/gene3030/gene438/gene2719/gene3058/gene441/gene462/gene2958/gene2916"	10
"ko05111"	"Biofilm formation - Vibrio cholerae"	"11/654"	"20/1233"	0.521219796786826	0.994063635753406	0.978435841069654	"gene3933/gene2204/gene618/gene3103/gene3526/gene2379/gene735/gene2166/gene756/gene1285/gene1893"	11
"ko00520"	"Amino sugar and nucleotide sugar metabolism"	"32/654"	"60/1233"	0.535245318338048	0.994063635753406	0.978435841069654	"gene209/gene210/gene207/gene1414/gene179/gene3919/gene2299/gene618/gene2227/gene2764/gene2298/gene2578/gene3918/gene3917/gene1491/gene2396/gene3526/gene529/gene3045/gene3407/gene3044/gene469/gene846/gene3524/gene2239/gene2230/gene2247/gene3053/gene579/gene2311/gene1520/gene3065"	32
"ko00040"	"Pentose and glucuronate interconversions"	"8/654"	"15/1233"	0.59527626687066	0.994063635753406	0.978435841069654	"gene741/gene745/gene856/gene744/gene2396/gene1402/gene2311/gene1405"	8
"ko03018"	"RNA degradation"	"11/654"	"21/1233"	0.612051142262924	0.994063635753406	0.978435841069654	"gene1341/gene762/gene2787/gene895/gene562/gene764/gene3665/gene2831/gene3094/gene1316/gene1893"	11
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"12/654"	"23/1233"	0.617092983009677	0.994063635753406	0.978435841069654	"gene949/gene945/gene948/gene947/gene946/gene2914/gene3115/gene1057/gene1877/gene950/gene951/gene991"	12
"ko00260"	"Glycine, serine and threonine metabolism"	"15/654"	"29/1233"	0.63101298187927	0.994063635753406	0.978435841069654	"gene3030/gene761/gene2086/gene19/gene26/gene725/gene97/gene309/gene3519/gene850/gene523/gene3105/gene2916/gene1478/gene2824"	15
"ko00030"	"Pentose phosphate pathway"	"17/654"	"33/1233"	0.639486319120818	0.994063635753406	0.978435841069654	"gene209/gene1633/gene2081/gene3767/gene438/gene2768/gene3058/gene2764/gene1606/gene778/gene3318/gene1404/gene441/gene562/gene3915/gene1408/gene3065"	17
"ko00051"	"Fructose and mannose metabolism"	"20/654"	"39/1233"	0.651256926372514	0.994063635753406	0.978435841069654	"gene1633/gene744/gene3919/gene3918/gene3917/gene778/gene1524/gene3036/gene376/gene562/gene760/gene259/gene469/gene3915/gene3053/gene1402/gene177/gene1520/gene258/gene3065"	20
"ko02030"	"Bacterial chemotaxis"	"30/654"	"59/1233"	0.684785952044895	0.994063635753406	0.978435841069654	"gene3341/gene2277/gene2547/gene1292/gene346/gene867/gene1942/gene2282/gene2281/gene1413/gene3611/gene1515/gene2279/gene2829/gene2276/gene2678/gene2828/gene2885/gene857/gene1584/gene2847/gene126/gene590/gene633/gene2609/gene2903/gene3575/gene128/gene3495/gene127"	30
"ko03060"	"Protein export"	"7/654"	"14/1233"	0.691574504229274	0.994063635753406	0.978435841069654	"gene2339/gene3197/gene1813/gene3846/gene2344/gene1819/gene954"	7
"ko00790"	"Folate biosynthesis"	"10/654"	"20/1233"	0.692304303095067	0.994063635753406	0.978435841069654	"gene3736/gene3012/gene3737/gene3735/gene640/gene3734/gene2083/gene2084/gene2465/gene2647"	10
"ko00190"	"Oxidative phosphorylation"	"6/654"	"12/1233"	0.692987483043079	0.994063635753406	0.978435841069654	"gene1081/gene35/gene2951/gene2953/gene2950/gene2949"	6
"ko00521"	"Streptomycin biosynthesis"	"6/654"	"12/1233"	0.692987483043079	0.994063635753406	0.978435841069654	"gene2227/gene2394/gene2377/gene565/gene3065/gene3544"	6
"ko00770"	"Pantothenate and CoA biosynthesis"	"12/654"	"24/1233"	0.694874853776466	0.994063635753406	0.978435841069654	"gene1666/gene3292/gene2999/gene3000/gene3261/gene99/gene2287/gene1533/gene2069/gene1797/gene3717/gene534"	12
"ko00052"	"Galactose metabolism"	"17/654"	"34/1233"	0.704044089956013	0.994063635753406	0.978435841069654	"gene888/gene968/gene3049/gene2227/gene2578/gene1491/gene2396/gene3036/gene562/gene3045/gene3044/gene846/gene470/gene2230/gene2311/gene3041/gene3065"	17
"ko02024"	"Quorum sensing"	"30/654"	"60/1233"	0.731577433136871	0.994063635753406	0.978435841069654	"gene856/gene710/gene3933/gene2351/gene2443/gene86/gene2339/gene3197/gene3740/gene1813/gene200/gene640/gene3237/gene3268/gene2350/gene1031/gene3650/gene2444/gene376/gene3846/gene3999/gene3750/gene2344/gene1076/gene3739/gene1819/gene202/gene954/gene3744/gene1893"	30
"ko00230"	"Purine metabolism"	"36/654"	"72/1233"	0.743902509344259	0.994063635753406	0.978435841069654	"gene117/gene1913/gene561/gene1104/gene1458/gene3541/gene1879/gene1457/gene1455/gene1453/gene525/gene1454/gene111/gene1452/gene342/gene118/gene1093/gene3225/gene3318/gene563/gene136/gene1715/gene3188/gene3703/gene2749/gene3711/gene1777/gene614/gene3295/gene1456/gene690/gene669/gene2699/gene2027/gene3065/gene3374"	36
"ko00920"	"Sulfur metabolism"	"10/654"	"21/1233"	0.765261722033379	0.994063635753406	0.978435841069654	"gene984/gene117/gene1883/gene110/gene112/gene111/gene102/gene118/gene2296/gene735"	10
"ko03030"	"DNA replication"	"9/654"	"19/1233"	0.767767158978314	0.994063635753406	0.978435841069654	"gene3825/gene1358/gene561/gene3541/gene342/gene1821/gene136/gene2699/gene1251"	9
"ko00780"	"Biotin metabolism"	"6/654"	"13/1233"	0.782151318534946	0.994063635753406	0.978435841069654	"gene3940/gene637/gene3934/gene3675/gene3990/gene2071"	6
"ko03070"	"Bacterial secretion system"	"10/654"	"22/1233"	0.825096436905228	0.994063635753406	0.978435841069654	"gene2339/gene3197/gene1813/gene2172/gene1942/gene3846/gene2344/gene2166/gene2210/gene954"	10
"ko00561"	"Glycerolipid metabolism"	"5/654"	"12/1233"	0.860736393883709	0.994063635753406	0.978435841069654	"gene968/gene736/gene1085/gene2564/gene2916"	5
"ko03440"	"Homologous recombination"	"11/654"	"25/1233"	0.868076707954127	0.994063635753406	0.978435841069654	"gene1355/gene561/gene138/gene3541/gene1873/gene1795/gene342/gene136/gene1201/gene2293/gene2699"	11
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"16/654"	"36/1233"	0.8884057135691	0.994063635753406	0.978435841069654	"gene1098/gene1726/gene21/gene3062/gene3061/gene1737/gene3289/gene2331/gene3122/gene2466/gene3357/gene1046/gene685/gene2418/gene3063/gene832"	16
"ko00240"	"Pyrimidine metabolism"	"26/654"	"57/1233"	0.900748327888896	0.994063635753406	0.978435841069654	"gene1607/gene561/gene1104/gene3541/gene2670/gene3000/gene3240/gene525/gene564/gene342/gene34/gene3225/gene2711/gene136/gene1605/gene3188/gene2715/gene2977/gene2964/gene2699/gene2706/gene2027/gene2174/gene2961/gene1352/gene3374"	26
"ko00340"	"Histidine metabolism"	"4/654"	"11/1233"	0.922244327858607	0.994063635753406	0.978435841069654	"gene3115/gene991/gene996/gene992"	4
"ko01110"	"Biosynthesis of secondary metabolites"	"122/654"	"249/1233"	0.933475431705972	0.994063635753406	0.978435841069654	"gene3929/gene209/gene1081/gene1027/gene3030/gene3269/gene761/gene984/gene983/gene1633/gene949/gene2086/gene4013/gene945/gene1110/gene948/gene107/gene947/gene3671/gene1666/gene946/gene762/gene1883/gene110/gene1745/gene106/gene3885/gene3672/gene3655/gene2999/gene1458/gene2914/gene3115/gene1879/gene2299/gene1057/gene2300/gene479/gene1457/gene26/gene1864/gene1111/gene1455/gene1453/gene725/gene3000/gene736/gene3261/gene1454/gene293/gene640/gene2764/gene2763/gene2298/gene3710/gene99/gene1853/gene309/gene1452/gene3519/gene1028/gene778/gene850/gene1877/gene1855/gene1093/gene3446/gene656/gene1132/gene2937/gene2446/gene1723/gene1733/gene950/gene3318/gene2287/gene1850/gene2296/gene563/gene2564/gene951/gene462/gene1046/gene2352/gene562/gene2445/gene3999/gene760/gene1715/gene523/gene735/gene1076/gene2958/gene103/gene108/gene1078/gene3259/gene2455/gene1533/gene2456/gene3915/gene1494/gene104/gene1029/gene2457/gene3717/gene1408/gene3295/gene3053/gene1456/gene1441/gene991/gene2987/gene2993/gene3258/gene996/gene16/gene2981/gene992/gene2824/gene3065/gene105"	122
"ko03430"	"Mismatch repair"	"10/654"	"25/1233"	0.936182566118209	0.994063635753406	0.978435841069654	"gene2144/gene561/gene3541/gene342/gene136/gene1083/gene2293/gene3456/gene2699/gene1059"	10
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"5/654"	"14/1233"	0.943056586372512	0.994063635753406	0.978435841069654	"gene3261/gene99/gene2287/gene3259/gene3258"	5
"ko02040"	"Flagellar assembly"	"15/654"	"37/1233"	0.956829444526413	0.994063635753406	0.978435841069654	"gene2201/gene69/gene2277/gene3624/gene2204/gene2200/gene2223/gene1694/gene346/gene2217/gene2276/gene103/gene2210/gene2225/gene2224"	15
"ko00670"	"One carbon pool by folate"	"6/654"	"17/1233"	0.957959744854926	0.994063635753406	0.978435841069654	"gene2145/gene1457/gene3240/gene3446/gene1147/gene1456"	6
"ko00760"	"Nicotinate and nicotinamide metabolism"	"8/654"	"22/1233"	0.964246472661743	0.994063635753406	0.978435841069654	"gene1080/gene1082/gene1081/gene1058/gene1840/gene1323/gene3688/gene3258"	8
"ko00983"	"Drug metabolism - other enzymes"	"5/654"	"15/1233"	0.964793425811289	0.994063635753406	0.978435841069654	"gene1607/gene2670/gene1605/gene3295/gene1352"	5
"ko01230"	"Biosynthesis of amino acids"	"62/654"	"135/1233"	0.967517402302753	0.994063635753406	0.978435841069654	"gene1027/gene3030/gene761/gene2516/gene984/gene983/gene949/gene945/gene948/gene947/gene946/gene762/gene1883/gene110/gene2914/gene3115/gene1057/gene19/gene2719/gene26/gene1111/gene3261/gene3710/gene97/gene99/gene309/gene3519/gene1028/gene2806/gene778/gene1877/gene1093/gene656/gene2937/gene2446/gene1733/gene950/gene3318/gene2287/gene2296/gene441/gene563/gene951/gene562/gene2445/gene760/gene523/gene735/gene3259/gene2455/gene2456/gene3915/gene1029/gene2986/gene2457/gene1408/gene991/gene3258/gene996/gene992/gene2824/gene1530"	62
"ko03420"	"Nucleotide excision repair"	"4/654"	"13/1233"	0.972174396565775	0.994063635753406	0.978435841069654	"gene547/gene1083/gene3567/gene1059"	4
"ko03410"	"Base excision repair"	"5/654"	"16/1233"	0.97864056154871	0.994063635753406	0.978435841069654	"gene737/gene2591/gene241/gene2293/gene3081"	5
"ko00710"	"Carbon fixation in photosynthetic organisms"	"5/654"	"17/1233"	0.987257568504454	0.994063635753406	0.978435841069654	"gene1633/gene778/gene1404/gene760/gene3915"	5
"ko02025"	"Biofilm formation - Pseudomonas aeruginosa"	"5/654"	"17/1233"	0.987257568504454	0.994063635753406	0.978435841069654	"gene3933/gene2204/gene788/gene126/gene3126"	5
"ko04122"	"Sulfur relay system"	"2/654"	"10/1233"	0.993761200083845	0.994063635753406	0.978435841069654	"gene3388/gene2294"	2
"ko00730"	"Thiamine metabolism"	"6/654"	"21/1233"	0.994063635753406	0.994063635753406	0.978435841069654	"gene3006/gene3388/gene1417/gene1788/gene540/gene2993"	6
