"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko00680"	"Methane metabolism"	"10/301"	"28/1233"	0.119854872841776	0.473111340164905	0.424970186253389	"gene3030/gene761/gene3631/gene1633/gene762/gene3160/gene97/gene441/gene562/gene3105"	10
"ko01110"	"Biosynthesis of secondary metabolites"	"68/301"	"249/1233"	0.134126582666292	0.502974684998595	0.451794804770668	"gene3929/gene209/gene1081/gene1027/gene3030/gene3269/gene761/gene984/gene983/gene1633/gene949/gene4013/gene945/gene1110/gene948/gene107/gene947/gene3671/gene1666/gene946/gene762/gene1883/gene110/gene1745/gene106/gene3885/gene3672/gene3655/gene2914/gene1057/gene479/gene26/gene1111/gene725/gene736/gene293/gene640/gene1853/gene1028/gene850/gene1877/gene1855/gene1093/gene3446/gene656/gene2937/gene2446/gene1733/gene950/gene2296/gene563/gene951/gene462/gene1046/gene562/gene2445/gene3999/gene760/gene735/gene1076/gene2958/gene103/gene108/gene2455/gene104/gene3717/gene3295/gene105"	68
"ko00061"	"Fatty acid biosynthesis"	"7/301"	"19/1233"	0.157511006118475	0.562539307565982	0.505298465743479	"gene3940/gene3671/gene3672/gene3680/gene3701/gene3675/gene2071"	7
"ko01230"	"Biosynthesis of amino acids"	"38/301"	"135/1233"	0.167034961444097	0.564255235303095	0.506839790307342	"gene1027/gene3030/gene761/gene2516/gene984/gene983/gene949/gene945/gene948/gene947/gene946/gene762/gene1883/gene110/gene2914/gene1057/gene26/gene1111/gene97/gene1028/gene2806/gene1877/gene1093/gene656/gene2937/gene2446/gene1733/gene950/gene2296/gene441/gene563/gene951/gene562/gene2445/gene760/gene735/gene2455/gene1530"	38
"ko00330"	"Arginine and proline metabolism"	"6/301"	"16/1233"	0.173038272159616	0.564255235303095	0.506839790307342	"gene3275/gene2914/gene1057/gene1111/gene1877/gene656"	6
"ko00780"	"Biotin metabolism"	"5/301"	"13/1233"	0.190411861662175	0.577626480569465	0.518850452722046	"gene3940/gene637/gene3934/gene3675/gene2071"	5
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"10/301"	"31/1233"	0.203308545298204	0.577626480569465	0.518850452722046	"gene1080/gene1081/gene179/gene2914/gene1057/gene1877/gene1733/gene3703/gene2715/gene2706"	10
"ko00300"	"Lysine biosynthesis"	"8/301"	"24/1233"	0.211091701015095	0.577626480569465	0.518850452722046	"gene26/gene3509/gene2806/gene656/gene2446/gene2445/gene3137/gene2455"	8
"ko00220"	"Arginine biosynthesis"	"6/301"	"17/1233"	0.2156472194126	0.577626480569465	0.518850452722046	"gene2914/gene1057/gene1111/gene1877/gene2455/gene1530"	6
"ko00900"	"Terpenoid backbone biosynthesis"	"6/301"	"17/1233"	0.2156472194126	0.577626480569465	0.518850452722046	"gene3929/gene3269/gene479/gene1853/gene1855/gene2958"	6
"ko00030"	"Pentose phosphate pathway"	"10/301"	"33/1233"	0.26956686412304	0.697155683076828	0.626217034623397	"gene209/gene1633/gene2081/gene3767/gene438/gene2768/gene3058/gene1606/gene441/gene562"	10
"ko00040"	"Pentose and glucuronate interconversions"	"5/301"	"15/1233"	0.293478723358033	0.733696808395082	0.659039940172424	"gene741/gene745/gene856/gene744/gene2396"	5
"ko00500"	"Starch and sucrose metabolism"	"17/301"	"62/1233"	0.332544055610709	0.804542070025908	0.722676385707483	"gene964/gene965/gene609/gene969/gene1110/gene966/gene580/gene1467/gene236/gene3049/gene3949/gene738/gene2396/gene2769/gene584/gene755/gene970"	17
"ko00910"	"Nitrogen metabolism"	"5/301"	"16/1233"	0.348224382993677	0.814871695923229	0.731954926864374	"gene718/gene3682/gene1733/gene2513/gene2546"	5
"ko00790"	"Folate biosynthesis"	"6/301"	"20/1233"	0.358543546206221	0.814871695923229	0.731954926864374	"gene3736/gene3012/gene3737/gene3735/gene640/gene3734"	6
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"10/301"	"36/1233"	0.378634958378764	0.835224172894332	0.750236450038418	"gene1098/gene1726/gene3062/gene3061/gene3289/gene3122/gene3357/gene1046/gene685/gene3063"	10
"ko03018"	"RNA degradation"	"6/301"	"21/1233"	0.408234604223768	0.841446995691926	0.755826073323274	"gene1341/gene762/gene2787/gene895/gene562/gene764"	6
"ko00564"	"Glycerophospholipid metabolism"	"8/301"	"29/1233"	0.413601771009929	0.841446995691926	0.755826073323274	"gene3864/gene1686/gene725/gene736/gene1872/gene850/gene3999/gene1076"	8
"ko00860"	"Porphyrin and chlorophyll metabolism"	"9/301"	"33/1233"	0.415113851208017	0.841446995691926	0.755826073323274	"gene107/gene106/gene897/gene1046/gene103/gene632/gene108/gene104/gene105"	9
"ko00550"	"Peptidoglycan biosynthesis"	"9/301"	"35/1233"	0.49398052598418	0.956634100244707	0.859292384781211	"gene551/gene2125/gene1601/gene2980/gene3322/gene3509/gene3394/gene3137/gene1747"	9
"ko01210"	"2-Oxocarboxylic acid metabolism"	"8/301"	"31/1233"	0.497449732127248	0.956634100244707	0.859292384781211	"gene1027/gene2914/gene1057/gene26/gene1028/gene1877/gene2455/gene1530"	8
"ko00983"	"Drug metabolism - other enzymes"	"4/301"	"15/1233"	0.517991226510271	0.964049966056086	0.865953653720554	"gene1607/gene2670/gene1605/gene3295"	4
"ko01503"	"Cationic antimicrobial peptide (CAMP) resistance"	"3/301"	"11/1233"	0.527013981443994	0.964049966056086	0.865953653720554	"gene2498/gene1472/gene2690"	3
"ko05111"	"Biofilm formation - Vibrio cholerae"	"5/301"	"20/1233"	0.56217615896056	0.981787742962336	0.881886534029327	"gene3933/gene2204/gene3103/gene735/gene756"	5
"ko02040"	"Flagellar assembly"	"9/301"	"37/1233"	0.569803820693648	0.981787742962336	0.881886534029327	"gene2201/gene2277/gene3624/gene2204/gene2200/gene2217/gene2276/gene103/gene2210"	9
"ko00260"	"Glycine, serine and threonine metabolism"	"7/301"	"29/1233"	0.586442977880067	0.981787742962336	0.881886534029327	"gene3030/gene761/gene26/gene725/gene97/gene850/gene3105"	7
"ko00561"	"Glycerolipid metabolism"	"3/301"	"12/1233"	0.591788006385459	0.981787742962336	0.881886534029327	"gene968/gene736/gene1085"	3
"ko01501"	"beta-Lactam resistance"	"5/301"	"21/1233"	0.610282894815807	0.981787742962336	0.881886534029327	"gene207/gene3536/gene3537/gene212/gene1747"	5
"ko00052"	"Galactose metabolism"	"8/301"	"34/1233"	0.615253652256397	0.981787742962336	0.881886534029327	"gene888/gene968/gene3049/gene2396/gene3036/gene562/gene3045/gene3044"	8
"ko00760"	"Nicotinate and nicotinamide metabolism"	"5/301"	"22/1233"	0.655195589967794	0.996462082655925	0.895067695297954	"gene1080/gene1082/gene1081/gene1058/gene1323"	5
"ko00240"	"Pyrimidine metabolism"	"13/301"	"57/1233"	0.665003317273068	0.996462082655925	0.895067695297954	"gene1607/gene561/gene1104/gene2670/gene564/gene342/gene34/gene3225/gene2711/gene136/gene1605/gene2715/gene2706"	13
"ko03030"	"DNA replication"	"4/301"	"19/1233"	0.719357224529355	0.996462082655925	0.895067695297954	"gene3825/gene561/gene342/gene136"	4
"ko02024"	"Quorum sensing"	"13/301"	"60/1233"	0.741338192204595	0.996462082655925	0.895067695297954	"gene856/gene3933/gene2443/gene1813/gene640/gene3268/gene3650/gene2444/gene376/gene3999/gene2344/gene1076/gene202"	13
"ko04122"	"Sulfur relay system"	"2/301"	"10/1233"	0.743610128086207	0.996462082655925	0.895067695297954	"gene3388/gene2294"	2
"ko03440"	"Homologous recombination"	"5/301"	"25/1233"	0.768965248645617	0.996462082655925	0.895067695297954	"gene561/gene138/gene1873/gene342/gene136"	5
"ko00051"	"Fructose and mannose metabolism"	"8/301"	"39/1233"	0.773956734399631	0.996462082655925	0.895067695297954	"gene1633/gene744/gene3036/gene376/gene562/gene760/gene259/gene258"	8
"ko03410"	"Base excision repair"	"3/301"	"16/1233"	0.789600647293917	0.996462082655925	0.895067695297954	"gene737/gene2591/gene3081"	3
"ko02020"	"Two-component system"	"24/301"	"111/1233"	0.796213461401997	0.996462082655925	0.895067695297954	"gene3929/gene1081/gene4014/gene4015/gene3933/gene3341/gene1614/gene2498/gene2499/gene3600/gene2204/gene1292/gene867/gene3394/gene2282/gene2281/gene2474/gene1472/gene1760/gene2279/gene2958/gene2847/gene756/gene633"	24
"ko00230"	"Purine metabolism"	"15/301"	"72/1233"	0.806368393640326	0.996462082655925	0.895067695297954	"gene117/gene1913/gene561/gene1104/gene111/gene342/gene118/gene1093/gene3225/gene563/gene136/gene3703/gene3711/gene3295/gene690"	15
"ko04112"	"Cell cycle - Caulobacter"	"4/301"	"22/1233"	0.824311293935152	0.996462082655925	0.895067695297954	"gene2698/gene3825/gene501/gene3826"	4
"ko02025"	"Biofilm formation - Pseudomonas aeruginosa"	"3/301"	"17/1233"	0.824394135021865	0.996462082655925	0.895067695297954	"gene3933/gene2204/gene3126"	3
"ko00190"	"Oxidative phosphorylation"	"2/301"	"12/1233"	0.83173352486428	0.996462082655925	0.895067695297954	"gene1081/gene2949"	2
"ko03060"	"Protein export"	"2/301"	"14/1233"	0.891618512990002	0.996462082655925	0.895067695297954	"gene1813/gene2344"	2
"ko03430"	"Mismatch repair"	"4/301"	"25/1233"	0.894601835671409	0.996462082655925	0.895067695297954	"gene2144/gene561/gene342/gene136"	4
"ko02010"	"ABC transporters"	"19/301"	"99/1233"	0.919481984045473	0.996462082655925	0.895067695297954	"gene3620/gene931/gene1042/gene932/gene3424/gene1040/gene933/gene732/gene1041/gene3422/gene3423/gene3829/gene1601/gene574/gene2962/gene270/gene889/gene271/gene3334"	19
"ko03070"	"Bacterial secretion system"	"3/301"	"22/1233"	0.933510695861091	0.996462082655925	0.895067695297954	"gene1813/gene2344/gene2210"	3
"ko02030"	"Bacterial chemotaxis"	"10/301"	"59/1233"	0.940949350306836	0.996462082655925	0.895067695297954	"gene3341/gene2277/gene1292/gene867/gene2282/gene2281/gene2279/gene2276/gene2847/gene633"	10
"ko00670"	"One carbon pool by folate"	"2/301"	"17/1233"	0.945461508373558	0.996462082655925	0.895067695297954	"gene2145/gene3446"	2
"ko00710"	"Carbon fixation in photosynthetic organisms"	"2/301"	"17/1233"	0.945461508373558	0.996462082655925	0.895067695297954	"gene1633/gene760"	2
"ko00770"	"Pantothenate and CoA biosynthesis"	"3/301"	"24/1233"	0.956054147499864	0.996462082655925	0.895067695297954	"gene1666/gene2069/gene3717"	3
"ko00521"	"Streptomycin biosynthesis"	"1/301"	"12/1233"	0.965812172159718	0.996462082655925	0.895067695297954	"gene565"	1
"ko02026"	"Biofilm formation - Escherichia coli"	"2/301"	"19/1233"	0.965983744153535	0.996462082655925	0.895067695297954	"gene3933/gene2204"	2
"ko03420"	"Nucleotide excision repair"	"1/301"	"13/1233"	0.974240129719034	0.996462082655925	0.895067695297954	"gene547"	1
"ko03010"	"Ribosome"	"9/301"	"60/1233"	0.975871474124269	0.996462082655925	0.895067695297954	"gene1865/gene3233/gene3224/gene3182/gene1804/gene1845/gene1859/gene2420/gene1814"	9
"ko00730"	"Thiamine metabolism"	"2/301"	"21/1233"	0.978980012047644	0.996462082655925	0.895067695297954	"gene3006/gene3388"	2
"ko02060"	"Phosphotransferase system (PTS)"	"2/301"	"28/1233"	0.996316207653361	0.996462082655925	0.895067695297954	"gene3049/gene259"	2
"ko00520"	"Amino sugar and nucleotide sugar metabolism"	"7/301"	"60/1233"	0.996462082655925	0.996462082655925	0.895067695297954	"gene209/gene210/gene207/gene179/gene2396/gene3045/gene3044"	7
