"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko00500"	"Starch and sucrose metabolism"	"18/317"	"62/1233"	0.314967210620798	0.874908918391106	0.798162522041009	"gene3949/gene2300/gene2298/gene2299/gene2618/gene964/gene430/gene1830/gene2481/gene1470/gene618/gene1415/gene429/gene469/gene3526/gene470/gene2674/gene579"	18
"ko02024"	"Quorum sensing"	"17/317"	"60/1233"	0.36511087555572	0.963849596429766	0.879301386216629	"gene3933/gene638/gene2351/gene2350/gene2443/gene200/gene640/gene2444/gene2344/gene1031/gene3197/gene710/gene3741/gene3742/gene3925/gene3999/gene3740"	17
"ko01200"	"Carbon metabolism"	"24/317"	"87/1233"	0.380474976877942	0.963849596429766	0.879301386216629	"gene1081/gene209/gene441/gene19/gene3929/gene758/gene439/gene1409/gene1408/gene759/gene1027/gene2958/gene438/gene2795/gene3631/gene2796/gene440/gene3174/gene2523/gene760/gene879/gene778/gene3038/gene2674"	24
"ko00790"	"Folate biosynthesis"	"6/317"	"20/1233"	0.411460628454075	0.963849596429766	0.879301386216629	"gene640/gene3734/gene1917/gene3736/gene3735/gene3737"	6
"ko05111"	"Biofilm formation - Vibrio cholerae"	"6/317"	"20/1233"	0.411460628454075	0.963849596429766	0.879301386216629	"gene3933/gene1285/gene618/gene1415/gene3526/gene2167"	6
"ko00051"	"Fructose and mannose metabolism"	"11/317"	"39/1233"	0.419378087701916	0.963849596429766	0.879301386216629	"gene759/gene3378/gene760/gene469/gene879/gene778/gene3038/gene1402/gene2240/gene258/gene1522"	11
"ko00770"	"Pantothenate and CoA biosynthesis"	"7/317"	"24/1233"	0.424093822429097	0.963849596429766	0.879301386216629	"gene3717/gene3022/gene3001/gene3714/gene1907/gene2999/gene3254"	7
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"10/317"	"36/1233"	0.450632577473526	0.993816240921956	0.906639377683188	"gene2466/gene3061/gene3289/gene1046/gene3062/gene1726/gene2418/gene3063/gene1737/gene988"	10
"ko00640"	"Propanoate metabolism"	"6/317"	"21/1233"	0.463780912430246	0.993816240921956	0.906639377683188	"gene1036/gene3929/gene2958/gene4014/gene412/gene4016"	6
"ko00564"	"Glycerophospholipid metabolism"	"8/317"	"29/1233"	0.478960559012169	0.99783449794202	0.910305156017281	"gene3862/gene3864/gene3413/gene3999/gene736/gene16/gene1383/gene2800"	8
"ko00261"	"Monobactam biosynthesis"	"3/317"	"10/1233"	0.495992204561049	0.999003385109634	0.911371509222824	"gene117/gene118/gene111"	3
"ko00450"	"Selenocompound metabolism"	"5/317"	"18/1233"	0.509985658217772	0.999003385109634	0.911371509222824	"gene3388/gene117/gene118/gene111/gene434"	5
"ko01210"	"2-Oxocarboxylic acid metabolism"	"8/317"	"31/1233"	0.564928953871838	0.999003385109634	0.911371509222824	"gene1027/gene1877/gene2455/gene3714/gene2457/gene286/gene2456/gene3254"	8
"ko02060"	"Phosphotransferase system (PTS)"	"7/317"	"28/1233"	0.60758186639191	0.999003385109634	0.911371509222824	"gene430/gene1469/gene618/gene1415/gene3526/gene579/gene1522"	7
"ko00521"	"Streptomycin biosynthesis"	"3/317"	"12/1233"	0.632002317890336	0.999003385109634	0.911371509222824	"gene2227/gene3973/gene2674"	3
"ko01501"	"beta-Lactam resistance"	"5/317"	"21/1233"	0.662088623390409	0.999003385109634	0.911371509222824	"gene207/gene3741/gene3742/gene2570/gene3740"	5
"ko00900"	"Terpenoid backbone biosynthesis"	"4/317"	"17/1233"	0.673123076939514	0.999003385109634	0.911371509222824	"gene3929/gene1494/gene2958/gene1907"	4
"ko03070"	"Bacterial secretion system"	"5/317"	"22/1233"	0.705399859039833	0.999003385109634	0.911371509222824	"gene1942/gene2344/gene2172/gene3197/gene2167"	5
"ko00550"	"Peptidoglycan biosynthesis"	"8/317"	"35/1233"	0.714521532771404	0.999003385109634	0.911371509222824	"gene3394/gene1327/gene3286/gene4001/gene546/gene2462/gene2947/gene2599"	8
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"3/317"	"14/1233"	0.740346723808247	0.999003385109634	0.911371509222824	"gene3714/gene286/gene3254"	3
"ko01502"	"Vancomycin resistance"	"3/317"	"14/1233"	0.740346723808247	0.999003385109634	0.911371509222824	"gene3394/gene2499/gene537"	3
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"5/317"	"23/1233"	0.744697483531727	0.999003385109634	0.911371509222824	"gene3115/gene1294/gene1877/gene3246/gene1907"	5
"ko00061"	"Fatty acid biosynthesis"	"4/317"	"19/1233"	0.761257563893384	0.999003385109634	0.911371509222824	"gene3678/gene3677/gene3985/gene866"	4
"ko00620"	"Pyruvate metabolism"	"8/317"	"38/1233"	0.801682271223259	0.999003385109634	0.911371509222824	"gene1081/gene1036/gene3929/gene2958/gene3885/gene3174/gene2523/gene286"	8
"ko03440"	"Homologous recombination"	"5/317"	"25/1233"	0.811434597542836	0.999003385109634	0.911371509222824	"gene1281/gene1201/gene2338/gene1795/gene1257"	5
"ko00270"	"Cysteine and methionine metabolism"	"9/317"	"43/1233"	0.81669329674342	0.999003385109634	0.911371509222824	"gene1600/gene1877/gene2865/gene1054/gene2178/gene2516/gene1280/gene1562/gene434"	9
"ko00330"	"Arginine and proline metabolism"	"3/317"	"16/1233"	0.821774332964721	0.999003385109634	0.911371509222824	"gene3351/gene1877/gene339"	3
"ko03410"	"Base excision repair"	"3/317"	"16/1233"	0.821774332964721	0.999003385109634	0.911371509222824	"gene2338/gene1257/gene3888"	3
"ko00720"	"Carbon fixation pathways in prokaryotes"	"6/317"	"30/1233"	0.824343370216268	0.999003385109634	0.911371509222824	"gene1081/gene3929/gene1027/gene2958/gene3174/gene2523"	6
"ko03018"	"RNA degradation"	"4/317"	"21/1233"	0.829798583796485	0.999003385109634	0.911371509222824	"gene2787/gene3094/gene2974/gene1341"	4
"ko00670"	"One carbon pool by folate"	"3/317"	"17/1233"	0.853628173541551	0.999003385109634	0.911371509222824	"gene1457/gene3240/gene1456"	3
"ko02025"	"Biofilm formation - Pseudomonas aeruginosa"	"3/317"	"17/1233"	0.853628173541551	0.999003385109634	0.911371509222824	"gene3933/gene1661/gene3378"	3
"ko00190"	"Oxidative phosphorylation"	"2/317"	"12/1233"	0.855667327002652	0.999003385109634	0.911371509222824	"gene1081/gene35"	2
"ko00760"	"Nicotinate and nicotinamide metabolism"	"4/317"	"22/1233"	0.857442744853519	0.999003385109634	0.911371509222824	"gene1082/gene1080/gene1081/gene3494"	4
"ko02040"	"Flagellar assembly"	"7/317"	"37/1233"	0.877621162465948	0.999003385109634	0.911371509222824	"gene347/gene69/gene346/gene2200/gene1694/gene2264/gene103"	7
"ko00680"	"Methane metabolism"	"5/317"	"28/1233"	0.884677730246964	0.999003385109634	0.911371509222824	"gene441/gene19/gene3631/gene440/gene879"	5
"ko03060"	"Protein export"	"2/317"	"14/1233"	0.910091643845337	0.999003385109634	0.911371509222824	"gene2344/gene3197"	2
"ko03430"	"Mismatch repair"	"4/317"	"25/1233"	0.918552799490684	0.999003385109634	0.911371509222824	"gene1281/gene2338/gene3950/gene1257"	4
"ko02010"	"ABC transporters"	"20/317"	"99/1233"	0.926100300763942	0.999003385109634	0.911371509222824	"gene2931/gene2930/gene889/gene574/gene2051/gene1942/gene1428/gene932/gene3741/gene892/gene3742/gene1654/gene535/gene1426/gene3740/gene3780/gene891/gene1438/gene1437/gene1537"	20
"ko00040"	"Pentose and glucuronate interconversions"	"2/317"	"15/1233"	0.929458010692505	0.999003385109634	0.911371509222824	"gene2673/gene1402"	2
"ko04112"	"Cell cycle - Caulobacter"	"3/317"	"22/1233"	0.948984489044394	0.999003385109634	0.911371509222824	"gene1751/gene501/gene1952"	3
"ko00052"	"Galactose metabolism"	"5/317"	"34/1233"	0.961375005168445	0.999003385109634	0.911371509222824	"gene2227/gene3037/gene470/gene3038/gene2674"	5
"ko02030"	"Bacterial chemotaxis"	"10/317"	"59/1233"	0.963109883209075	0.999003385109634	0.911371509222824	"gene3610/gene1942/gene347/gene2847/gene1661/gene346/gene2481/gene3611/gene276/gene1584"	10
"ko00561"	"Glycerolipid metabolism"	"1/317"	"12/1233"	0.972261399646931	0.999003385109634	0.911371509222824	"gene736"	1
"ko00983"	"Drug metabolism - other enzymes"	"1/317"	"15/1233"	0.988752187669196	0.999003385109634	0.911371509222824	"gene2785"	1
"ko00260"	"Glycine, serine and threonine metabolism"	"3/317"	"29/1233"	0.989882281182495	0.999003385109634	0.911371509222824	"gene19/gene1055/gene1054"	3
"ko00300"	"Lysine biosynthesis"	"2/317"	"24/1233"	0.992971816806868	0.999003385109634	0.911371509222824	"gene2455/gene1054"	2
"ko03030"	"DNA replication"	"1/317"	"19/1233"	0.996637799015587	0.999003385109634	0.911371509222824	"gene1281"	1
"ko00240"	"Pyrimidine metabolism"	"6/317"	"57/1233"	0.999003385109634	0.999003385109634	0.911371509222824	"gene1281/gene3240/gene1907/gene3373/gene1104/gene3374"	6
