"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko01501"	"beta-Lactam resistance"	"13/609"	"21/1233"	0.174601202560564	0.996172656258063	0.996172656258063	"gene3537/gene3536/gene2191/gene3740/gene3741/gene212/gene3739/gene207/gene3742/gene204/gene2570/gene1747/gene361"	13
"ko01120"	"Microbial metabolism in diverse environments"	"93/609"	"176/1233"	0.182185016397967	0.996172656258063	0.996172656258063	"gene3929/gene209/gene1633/gene117/gene438/gene3030/gene984/gene3671/gene106/gene107/gene112/gene1834/gene103/gene3885/gene4014/gene1055/gene441/gene118/gene770/gene2958/gene293/gene761/gene1027/gene2523/gene3469/gene3519/gene111/gene2081/gene108/gene4015/gene3631/gene2524/gene2768/gene1733/gene656/gene3160/gene105/gene3672/gene762/gene3058/gene1862/gene2290/gene2296/gene2806/gene1665/gene2795/gene439/gene97/gene4013/gene1770/gene2764/gene3733/gene3655/gene104/gene2145/gene3683/gene2352/gene1046/gene259/gene3910/gene3670/gene718/gene300/gene746/gene519/gene3174/gene3993/gene2674/gene563/gene1028/gene3992/gene283/gene3318/gene1408/gene1295/gene2712/gene124/gene760/gene3038/gene3105/gene616/gene3767/gene778/gene282/gene440/gene1259/gene3331/gene2513/gene2775/gene2562/gene113/gene1441/gene3175"	93
"ko01130"	"Biosynthesis of antibiotics"	"99/609"	"188/1233"	0.185597911454102	0.996172656258063	0.996172656258063	"gene3929/gene210/gene209/gene1633/gene117/gene949/gene3030/gene3269/gene984/gene3671/gene3862/gene945/gene3885/gene110/gene947/gene118/gene2958/gene293/gene761/gene1027/gene2523/gene3519/gene111/gene2393/gene360/gene2377/gene2392/gene948/gene2524/gene1733/gene3351/gene3677/gene656/gene3672/gene762/gene2290/gene2296/gene951/gene97/gene4013/gene3261/gene950/gene435/gene1770/gene2764/gene3655/gene529/gene2352/gene212/gene604/gene2394/gene1774/gene946/gene1294/gene3910/gene3670/gene300/gene746/gene3174/gene2674/gene563/gene1028/gene3246/gene3318/gene2142/gene1817/gene1408/gene479/gene3003/gene760/gene3038/gene3105/gene3714/gene616/gene2458/gene778/gene1458/gene911/gene2139/gene434/gene1715/gene2570/gene2287/gene3243/gene2082/gene2227/gene1030/gene3957/gene1879/gene3248/gene1892/gene723/gene3247/gene1029/gene3104/gene722/gene991/gene33/gene3175"	99
"ko03440"	"Homologous recombination"	"15/609"	"25/1233"	0.19239130589813	0.996172656258063	0.996172656258063	"gene1355/gene138/gene3541/gene1155/gene1873/gene1281/gene2452/gene1/gene1795/gene790/gene342/gene2348/gene1257/gene2338/gene2293"	15
"ko00450"	"Selenocompound metabolism"	"11/609"	"18/1233"	0.222708229397746	0.996172656258063	0.996172656258063	"gene117/gene1609/gene983/gene3388/gene110/gene118/gene3166/gene111/gene435/gene434/gene1892"	11
"ko00550"	"Peptidoglycan biosynthesis"	"20/609"	"35/1233"	0.224078602966638	0.996172656258063	0.996172656258063	"gene1015/gene2901/gene2191/gene1327/gene3509/gene2503/gene373/gene3137/gene2189/gene2188/gene2947/gene2462/gene555/gene1601/gene653/gene1016/gene4001/gene2190/gene2980/gene1747"	20
"ko00520"	"Amino sugar and nucleotide sugar metabolism"	"33/609"	"60/1233"	0.224150804650031	0.996172656258063	0.996172656258063	"gene210/gene209/gene1491/gene618/gene2320/gene1414/gene3919/gene2947/gene2299/gene2578/gene2764/gene555/gene529/gene207/gene3918/gene3917/gene3971/gene2674/gene1415/gene3003/gene204/gene2298/gene1522/gene846/gene3045/gene579/gene2227/gene2247/gene3407/gene3044/gene2230/gene3526/gene2240"	33
"ko00010"	"Glycolysis / Gluconeogenesis"	"25/609"	"45/1233"	0.245000539268799	0.996172656258063	0.996172656258063	"gene1633/gene3885/gene293/gene618/gene761/gene2523/gene1467/gene2524/gene762/gene2290/gene4013/gene2764/gene3655/gene3683/gene3910/gene746/gene2674/gene563/gene1415/gene760/gene3767/gene795/gene579/gene3526/gene1470"	25
"ko00720"	"Carbon fixation pathways in prokaryotes"	"17/609"	"30/1233"	0.267177290483791	0.996172656258063	0.996172656258063	"gene3929/gene3671/gene2958/gene1027/gene2523/gene2524/gene3160/gene3672/gene2290/gene2145/gene2352/gene3670/gene300/gene3174/gene124/gene2562/gene3175"	17
"ko00620"	"Pyruvate metabolism"	"21/609"	"38/1233"	0.284287670228002	0.996172656258063	0.996172656258063	"gene3929/gene3671/gene3885/gene2958/gene293/gene2523/gene2524/gene3160/gene3672/gene2290/gene4013/gene3655/gene2352/gene3670/gene300/gene3174/gene563/gene286/gene3259/gene2775/gene3175"	21
"ko00640"	"Propanoate metabolism"	"12/609"	"21/1233"	0.31009937891494	0.996172656258063	0.996172656258063	"gene3929/gene3671/gene4014/gene2958/gene293/gene4015/gene3160/gene3672/gene1665/gene3655/gene2352/gene3670"	12
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"13/609"	"23/1233"	0.315913201298109	0.996172656258063	0.996172656258063	"gene949/gene945/gene947/gene948/gene951/gene950/gene946/gene1294/gene3246/gene3243/gene3248/gene3247/gene991"	13
"ko00270"	"Cysteine and methionine metabolism"	"23/609"	"43/1233"	0.347688270249887	0.996172656258063	0.996172656258063	"gene745/gene984/gene983/gene2865/gene110/gene293/gene2516/gene2937/gene2296/gene2663/gene435/gene3655/gene1601/gene2664/gene1280/gene616/gene2178/gene434/gene2287/gene1892/gene723/gene2986/gene722"	23
"ko04122"	"Sulfur relay system"	"6/609"	"10/1233"	0.36152823918936	0.996172656258063	0.996172656258063	"gene3388/gene3008/gene2294/gene3057/gene3009/gene2055"	6
"ko03060"	"Protein export"	"8/609"	"14/1233"	0.376853895714593	0.996172656258063	0.996172656258063	"gene2339/gene1813/gene2340/gene3197/gene1819/gene2707/gene954/gene3232"	8
"ko00770"	"Pantothenate and CoA biosynthesis"	"13/609"	"24/1233"	0.395031504852444	0.996172656258063	0.996172656258063	"gene3717/gene3292/gene1666/gene2999/gene1779/gene3000/gene3261/gene3022/gene1533/gene1156/gene3714/gene1797/gene2287"	13
"ko02024"	"Quorum sensing"	"31/609"	"60/1233"	0.409367245523923	0.996172656258063	0.996172656258063	"gene856/gene2339/gene86/gene710/gene640/gene3740/gene1813/gene2340/gene3741/gene447/gene2351/gene3197/gene3237/gene3739/gene376/gene638/gene1004/gene1819/gene3925/gene3924/gene2707/gene3742/gene1076/gene954/gene202/gene3232/gene3264/gene3248/gene3247/gene1893/gene995"	31
"ko00240"	"Pyrimidine metabolism"	"29/609"	"57/1233"	0.462385737137078	0.996172656258063	0.996172656258063	"gene3240/gene1607/gene525/gene3541/gene2711/gene1155/gene3000/gene1281/gene1/gene2706/gene790/gene342/gene2713/gene34/gene397/gene3188/gene2670/gene2712/gene2252/gene1605/gene1276/gene2705/gene1866/gene2964/gene1269/gene3373/gene1487/gene2715/gene2961"	29
"ko00650"	"Butanoate metabolism"	"15/609"	"29/1233"	0.473351976551538	0.996172656258063	0.996172656258063	"gene3929/gene3885/gene4014/gene2958/gene2523/gene4015/gene2524/gene3160/gene2796/gene2290/gene2795/gene4013/gene3261/gene3052/gene1719"	15
"ko03430"	"Mismatch repair"	"13/609"	"25/1233"	0.475262307298775	0.996172656258063	0.996172656258063	"gene2144/gene3950/gene3541/gene1895/gene1281/gene1/gene790/gene342/gene1257/gene2758/gene2338/gene1083/gene2293"	13
"ko03018"	"RNA degradation"	"11/609"	"21/1233"	0.477319536355626	0.996172656258063	0.996172656258063	"gene1341/gene2787/gene518/gene762/gene764/gene517/gene895/gene2974/gene1866/gene2124/gene1893"	11
"ko03030"	"DNA replication"	"10/609"	"19/1233"	0.478416258113227	0.996172656258063	0.996172656258063	"gene3825/gene1821/gene3541/gene1358/gene1155/gene1281/gene1/gene790/gene342/gene2613"	10
"ko00900"	"Terpenoid backbone biosynthesis"	"9/609"	"17/1233"	0.479568028701767	0.996172656258063	0.996172656258063	"gene3929/gene3269/gene2958/gene604/gene2142/gene1817/gene479/gene2139/gene3957"	9
"ko00040"	"Pentose and glucuronate interconversions"	"8/609"	"15/1233"	0.480784730767349	0.996172656258063	0.996172656258063	"gene741/gene745/gene856/gene744/gene2673/gene399/gene1405/gene1393"	8
"ko00983"	"Drug metabolism - other enzymes"	"8/609"	"15/1233"	0.480784730767349	0.996172656258063	0.996172656258063	"gene1607/gene2713/gene2670/gene3295/gene2785/gene1605/gene1269/gene1487"	8
"ko01503"	"Cationic antimicrobial peptide (CAMP) resistance"	"6/609"	"11/1233"	0.483470756742972	0.996172656258063	0.996172656258063	"gene2566/gene3315/gene2565/gene2498/gene3176/gene361"	6
"ko01230"	"Biosynthesis of amino acids"	"67/609"	"135/1233"	0.512890372286181	0.996172656258063	0.996172656258063	"gene949/gene3030/gene984/gene983/gene945/gene1055/gene441/gene110/gene947/gene761/gene1027/gene3519/gene360/gene2516/gene948/gene1733/gene3351/gene2937/gene656/gene990/gene762/gene2296/gene2806/gene951/gene97/gene3261/gene950/gene435/gene1770/gene1774/gene946/gene1294/gene2810/gene563/gene1028/gene3246/gene3318/gene1408/gene286/gene1295/gene760/gene3038/gene3714/gene616/gene2458/gene778/gene2178/gene3259/gene434/gene988/gene440/gene2287/gene3243/gene994/gene1030/gene3248/gene1892/gene989/gene723/gene3247/gene1029/gene2986/gene3104/gene722/gene991/gene995/gene993"	67
"ko00052"	"Galactose metabolism"	"17/609"	"34/1233"	0.540253888532865	0.996172656258063	0.996172656258063	"gene968/gene888/gene1491/gene3036/gene3049/gene2578/gene3037/gene746/gene2674/gene3038/gene3050/gene846/gene3045/gene2227/gene3044/gene2230/gene3048"	17
"ko00680"	"Methane metabolism"	"14/609"	"28/1233"	0.549716857692953	0.996172656258063	0.996172656258063	"gene1633/gene3030/gene441/gene761/gene3631/gene3160/gene762/gene97/gene1770/gene124/gene3105/gene440/gene3331/gene2562"	14
"ko02060"	"Phosphotransferase system (PTS)"	"14/609"	"28/1233"	0.549716857692953	0.996172656258063	0.996172656258063	"gene618/gene1414/gene3049/gene430/gene3919/gene3918/gene3917/gene259/gene1415/gene3050/gene1469/gene1522/gene579/gene3526"	14
"ko00790"	"Folate biosynthesis"	"10/609"	"20/1233"	0.567104490911187	0.996172656258063	0.996172656258063	"gene640/gene3736/gene3737/gene3735/gene3734/gene1917/gene3247/gene995/gene2055/gene2084"	10
"ko00630"	"Glyoxylate and dicarboxylate metabolism"	"9/609"	"18/1233"	0.57286144637351	0.996172656258063	0.996172656258063	"gene3929/gene438/gene3030/gene441/gene2958/gene1027/gene3058/gene3174/gene33"	9
"ko01502"	"Vancomycin resistance"	"7/609"	"14/1233"	0.587305204567267	0.996172656258063	0.996172656258063	"gene1015/gene3509/gene3137/gene2189/gene2188/gene1601/gene2980"	7
"ko00190"	"Oxidative phosphorylation"	"6/609"	"12/1233"	0.596714974149211	0.996172656258063	0.996172656258063	"gene2199/gene2951/gene2953/gene35/gene2956/gene2950"	6
"ko00521"	"Streptomycin biosynthesis"	"6/609"	"12/1233"	0.596714974149211	0.996172656258063	0.996172656258063	"gene2393/gene2377/gene2392/gene2394/gene2674/gene2227"	6
"ko00030"	"Pentose phosphate pathway"	"16/609"	"33/1233"	0.61057071764347	0.996172656258063	0.996172656258063	"gene209/gene1633/gene438/gene441/gene2081/gene1606/gene2768/gene3058/gene439/gene2764/gene3318/gene1408/gene3038/gene3767/gene778/gene440"	16
"ko00860"	"Porphyrin and chlorophyll metabolism"	"16/609"	"33/1233"	0.61057071764347	0.996172656258063	0.996172656258063	"gene106/gene107/gene103/gene108/gene2508/gene105/gene104/gene1046/gene632/gene1078/gene1445/gene1443/gene1433/gene1434/gene1441/gene1437"	16
"ko00260"	"Glycine, serine and threonine metabolism"	"14/609"	"29/1233"	0.620990746758273	0.996172656258063	0.996172656258063	"gene3030/gene2086/gene1055/gene761/gene3519/gene97/gene1770/gene1295/gene3105/gene616/gene3243/gene1892/gene723/gene722"	14
"ko00730"	"Thiamine metabolism"	"10/609"	"21/1233"	0.648727176870787	0.998567759634921	0.998567759634921	"gene3006/gene3388/gene3007/gene3008/gene3005/gene1788/gene3057/gene3098/gene2139/gene3957"	10
"ko00780"	"Biotin metabolism"	"6/609"	"13/1233"	0.694973909013452	0.998567759634921	0.998567759634921	"gene3940/gene3675/gene3990/gene3673/gene234/gene1423"	6
"ko02040"	"Flagellar assembly"	"17/609"	"37/1233"	0.722843916495726	0.998567759634921	0.998567759634921	"gene2201/gene2204/gene103/gene2200/gene3624/gene2223/gene3625/gene2277/gene2273/gene2276/gene2225/gene2266/gene2226/gene69/gene1694/gene2219/gene1905"	17
"ko00564"	"Glycerophospholipid metabolism"	"13/609"	"29/1233"	0.752992440842021	0.998567759634921	0.998567759634921	"gene1686/gene3862/gene2086/gene1850/gene736/gene3706/gene2564/gene1076/gene2801/gene16/gene1383/gene2800/gene848"	13
"ko00330"	"Arginine and proline metabolism"	"7/609"	"16/1233"	0.759074570124892	0.998567759634921	0.998567759634921	"gene3275/gene2399/gene3351/gene656/gene2663/gene2664/gene2287"	7
"ko00561"	"Glycerolipid metabolism"	"5/609"	"12/1233"	0.795347688502254	0.998567759634921	0.998567759634921	"gene968/gene736/gene1382/gene2564/gene2598"	5
"ko02026"	"Biofilm formation - Escherichia coli"	"8/609"	"19/1233"	0.807857246592824	0.998567759634921	0.998567759634921	"gene2204/gene618/gene1723/gene2300/gene2299/gene1415/gene2298/gene3526"	8
"ko00261"	"Monobactam biosynthesis"	"4/609"	"10/1233"	0.818964237748211	0.998567759634921	0.998567759634921	"gene117/gene118/gene111/gene616"	4
"ko00300"	"Lysine biosynthesis"	"10/609"	"24/1233"	0.834014990274946	0.998567759634921	0.998567759634921	"gene1015/gene2901/gene3509/gene3137/gene656/gene2189/gene2806/gene1774/gene2190/gene616"	10
"ko04112"	"Cell cycle - Caulobacter"	"9/609"	"22/1233"	0.845677703445453	0.998567759634921	0.998567759634921	"gene2698/gene0/gene2187/gene3558/gene3825/gene501/gene1752/gene1751/gene3826"	9
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"13/609"	"31/1233"	0.846833687769922	0.998567759634921	0.998567759634921	"gene20/gene3703/gene1733/gene2706/gene300/gene1773/gene2705/gene2304/gene1712/gene1030/gene1879/gene1029/gene2715"	13
"ko03420"	"Nucleotide excision repair"	"5/609"	"13/1233"	0.858081300682756	0.998567759634921	0.998567759634921	"gene547/gene1155/gene790/gene2758/gene1083"	5
"ko05111"	"Biofilm formation - Vibrio cholerae"	"8/609"	"20/1233"	0.858349841415032	0.998567759634921	0.998567759634921	"gene2204/gene618/gene2391/gene756/gene2379/gene1415/gene3526/gene1893"	8
"ko00360"	"Phenylalanine metabolism"	"4/609"	"11/1233"	0.879752912163293	0.998567759634921	0.998567759634921	"gene3469/gene1745/gene2287/gene991"	4
"ko00910"	"Nitrogen metabolism"	"6/609"	"16/1233"	0.887278430434966	0.998567759634921	0.998567759634921	"gene20/gene1733/gene718/gene283/gene282/gene2513"	6
"ko00051"	"Fructose and mannose metabolism"	"16/609"	"39/1233"	0.889926456276103	0.998567759634921	0.998567759634921	"gene1633/gene744/gene3036/gene258/gene3919/gene3378/gene376/gene3918/gene3917/gene259/gene3003/gene760/gene3038/gene778/gene1522/gene2240"	16
"ko02030"	"Bacterial chemotaxis"	"25/609"	"59/1233"	0.892440408248639	0.998567759634921	0.998567759634921	"gene2547/gene3341/gene1292/gene3316/gene2277/gene2279/gene2281/gene2486/gene2485/gene2885/gene3799/gene633/gene3610/gene2276/gene2282/gene276/gene1515/gene2481/gene2847/gene589/gene1942/gene1413/gene2828/gene128/gene1905"	25
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"5/609"	"14/1233"	0.903834558090903	0.998567759634921	0.998567759634921	"gene3261/gene286/gene3714/gene3259/gene2287"	5
"ko00220"	"Arginine biosynthesis"	"6/609"	"17/1233"	0.922559152133802	0.998567759634921	0.998567759634921	"gene20/gene360/gene2458/gene1030/gene1029/gene3104"	6
"ko02025"	"Biofilm formation - Pseudomonas aeruginosa"	"6/609"	"17/1233"	0.922559152133802	0.998567759634921	0.998567759634921	"gene2204/gene3378/gene788/gene3248/gene786/gene3247"	6
"ko03070"	"Bacterial secretion system"	"8/609"	"22/1233"	0.927179559228747	0.998567759634921	0.998567759634921	"gene2339/gene2172/gene1813/gene2340/gene3197/gene954/gene3232/gene1942"	8
"ko02020"	"Two-component system"	"48/609"	"111/1233"	0.927736712196043	0.998567759634921	0.998567759634921	"gene3929/gene2484/gene86/gene710/gene2547/gene0/gene2204/gene3600/gene4014/gene2958/gene3341/gene528/gene4015/gene1292/gene3316/gene2351/gene1614/gene756/gene2279/gene2281/gene3237/gene2486/gene1045/gene2485/gene2885/gene3799/gene633/gene3610/gene187/gene3315/gene2282/gene276/gene3383/gene1830/gene956/gene2498/gene1917/gene1694/gene2481/gene76/gene2847/gene589/gene1942/gene1413/gene2828/gene128/gene1905/gene361"	48
"ko00230"	"Purine metabolism"	"30/609"	"72/1233"	0.929874717676459	0.998567759634921	0.998567759634921	"gene117/gene118/gene3703/gene111/gene525/gene3541/gene1155/gene1281/gene1/gene790/gene690/gene342/gene1913/gene563/gene397/gene3318/gene3188/gene3295/gene1669/gene2252/gene2785/gene1276/gene940/gene1458/gene1715/gene1866/gene1879/gene669/gene340/gene3373"	30
"ko01210"	"2-Oxocarboxylic acid metabolism"	"11/609"	"31/1233"	0.960924699436922	0.998567759634921	0.998567759634921	"gene1027/gene3261/gene1028/gene286/gene3714/gene616/gene2458/gene3259/gene2287/gene1030/gene3104"	11
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"12/609"	"36/1233"	0.984001530011093	0.998567759634921	0.998567759634921	"gene1098/gene1726/gene3122/gene2331/gene1046/gene21/gene1737/gene988/gene2823/gene3262/gene1781/gene959"	12
"ko00760"	"Nicotinate and nicotinamide metabolism"	"6/609"	"22/1233"	0.990686417025299	0.998567759634921	0.998567759634921	"gene1323/gene1840/gene3494/gene397/gene2252/gene1276"	6
"ko00670"	"One carbon pool by folate"	"4/609"	"17/1233"	0.993020571992747	0.998567759634921	0.998567759634921	"gene3240/gene2145/gene2372/gene1781"	4
"ko00710"	"Carbon fixation in photosynthetic organisms"	"4/609"	"17/1233"	0.993020571992747	0.998567759634921	0.998567759634921	"gene1633/gene760/gene3038/gene778"	4
"ko03010"	"Ribosome"	"19/609"	"60/1233"	0.998567759634921	0.998567759634921	0.998567759634921	"gene1333/gene3216/gene3181/gene3214/gene1814/gene3191/gene3827/gene3230/gene1792/gene2420/gene3215/gene3189/gene3223/gene3213/gene1845/gene3229/gene3218/gene3233/gene1818"	19
