"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko00650"	"Butanoate metabolism"	"12/354"	"29/1233"	0.0963051998177198	0.348533104102224	0.284812370388244	"gene3929/gene3885/gene4014/gene2958/gene2523/gene4015/gene2524/gene3160/gene2796/gene2795/gene4013/gene1719"	12
"ko00030"	"Pentose phosphate pathway"	"13/354"	"33/1233"	0.12048413481745	0.416217920278464	0.340122677235864	"gene209/gene1633/gene438/gene441/gene2081/gene1606/gene2768/gene3058/gene439/gene1408/gene3038/gene3767/gene440"	13
"ko00270"	"Cysteine and methionine metabolism"	"16/354"	"43/1233"	0.140112017575473	0.454941995959829	0.371767005008725	"gene745/gene984/gene983/gene2865/gene110/gene293/gene2516/gene2937/gene2296/gene435/gene3655/gene1601/gene1280/gene434/gene723/gene722"	16
"ko00500"	"Starch and sucrose metabolism"	"22/354"	"62/1233"	0.143665893460999	0.454941995959829	0.371767005008725	"gene969/gene965/gene964/gene966/gene755/gene1110/gene970/gene609/gene3049/gene580/gene1467/gene2769/gene236/gene2674/gene3050/gene579/gene584/gene2481/gene238/gene2618/gene1470/gene237"	22
"ko00790"	"Folate biosynthesis"	"8/354"	"20/1233"	0.188257096622284	0.551086681571355	0.450333991865789	"gene640/gene3736/gene3737/gene3735/gene3734/gene3247/gene995/gene2055"	8
"ko00900"	"Terpenoid backbone biosynthesis"	"7/354"	"17/1233"	0.188529654221779	0.551086681571355	0.450333991865789	"gene3929/gene3269/gene2958/gene2142/gene1817/gene479/gene3957"	7
"ko00730"	"Thiamine metabolism"	"8/354"	"21/1233"	0.232326097550381	0.64891423928096	0.530276178913803	"gene3006/gene3388/gene3007/gene3008/gene3005/gene3057/gene3098/gene3957"	8
"ko00040"	"Pentose and glucuronate interconversions"	"6/354"	"15/1233"	0.240280930567348	0.64891423928096	0.530276178913803	"gene741/gene745/gene856/gene744/gene2673/gene1405"	6
"ko00052"	"Galactose metabolism"	"12/354"	"34/1233"	0.247612012357208	0.64891423928096	0.530276178913803	"gene968/gene888/gene3036/gene3049/gene3037/gene746/gene2674/gene3038/gene3050/gene3045/gene3044/gene3048"	12
"ko00780"	"Biotin metabolism"	"5/354"	"13/1233"	0.306813036520639	0.777259692518952	0.635156812446235	"gene3940/gene3675/gene3673/gene234/gene1423"	5
"ko02040"	"Flagellar assembly"	"12/354"	"37/1233"	0.364964998725116	0.894752900100284	0.731169267394969	"gene2201/gene2204/gene103/gene2200/gene3624/gene3625/gene2277/gene2273/gene2276/gene2266/gene2219/gene1905"	12
"ko03018"	"RNA degradation"	"7/354"	"21/1233"	0.397299101024732	0.943585364933737	0.771073913172999	"gene1341/gene2787/gene518/gene762/gene764/gene517/gene895"	7
"ko00051"	"Fructose and mannose metabolism"	"12/354"	"39/1233"	0.447245745176399	0.999918220892177	0.817107687432665	"gene1633/gene744/gene3036/gene258/gene3378/gene376/gene259/gene3003/gene760/gene3038/gene1522/gene2240"	12
"ko00561"	"Glycerolipid metabolism"	"4/354"	"12/1233"	0.467631290014554	0.999918220892177	0.817107687432665	"gene968/gene736/gene1382/gene2598"	4
"ko00860"	"Porphyrin and chlorophyll metabolism"	"10/354"	"33/1233"	0.485416695798609	0.999918220892177	0.817107687432665	"gene106/gene107/gene103/gene108/gene105/gene104/gene632/gene1433/gene1441/gene1437"	10
"ko00910"	"Nitrogen metabolism"	"5/354"	"16/1233"	0.504823954978172	0.999918220892177	0.817107687432665	"gene1733/gene718/gene283/gene282/gene2513"	5
"ko03410"	"Base excision repair"	"5/354"	"16/1233"	0.504823954978172	0.999918220892177	0.817107687432665	"gene737/gene3081/gene1257/gene2591/gene3054"	5
"ko00220"	"Arginine biosynthesis"	"5/354"	"17/1233"	0.566430510282128	0.999918220892177	0.817107687432665	"gene360/gene2458/gene1030/gene1029/gene3104"	5
"ko02025"	"Biofilm formation - Pseudomonas aeruginosa"	"5/354"	"17/1233"	0.566430510282128	0.999918220892177	0.817107687432665	"gene2204/gene3378/gene3248/gene786/gene3247"	5
"ko00261"	"Monobactam biosynthesis"	"3/354"	"10/1233"	0.582755468165256	0.999918220892177	0.817107687432665	"gene117/gene118/gene111"	3
"ko01501"	"beta-Lactam resistance"	"6/354"	"21/1233"	0.588661464250246	0.999918220892177	0.817107687432665	"gene3537/gene3536/gene212/gene207/gene204/gene1747"	6
"ko00240"	"Pyrimidine metabolism"	"16/354"	"57/1233"	0.595089613886616	0.999918220892177	0.817107687432665	"gene1607/gene2711/gene1281/gene2706/gene342/gene2713/gene34/gene2670/gene2712/gene2252/gene1605/gene1276/gene2705/gene1269/gene1487/gene2715"	16
"ko01502"	"Vancomycin resistance"	"4/354"	"14/1233"	0.605366704937758	0.999918220892177	0.817107687432665	"gene3509/gene3137/gene1601/gene2980"	4
"ko00360"	"Phenylalanine metabolism"	"3/354"	"11/1233"	0.654107156601516	0.999918220892177	0.817107687432665	"gene3469/gene1745/gene991"	3
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"8/354"	"31/1233"	0.706342668762548	0.999918220892177	0.817107687432665	"gene3703/gene1733/gene2706/gene300/gene2705/gene1030/gene1029/gene2715"	8
"ko02030"	"Bacterial chemotaxis"	"15/354"	"59/1233"	0.761016751985927	0.999918220892177	0.817107687432665	"gene3341/gene1292/gene2277/gene2279/gene2281/gene633/gene3610/gene2276/gene2282/gene276/gene2481/gene589/gene1942/gene128/gene1905"	15
"ko00260"	"Glycine, serine and threonine metabolism"	"7/354"	"29/1233"	0.771910228772601	0.999918220892177	0.817107687432665	"gene3030/gene761/gene97/gene3105/gene3243/gene723/gene722"	7
"ko00564"	"Glycerophospholipid metabolism"	"7/354"	"29/1233"	0.771910228772601	0.999918220892177	0.817107687432665	"gene1686/gene736/gene1076/gene2801/gene16/gene1383/gene2800"	7
"ko00520"	"Amino sugar and nucleotide sugar metabolism"	"15/354"	"60/1233"	0.785342466025285	0.999918220892177	0.817107687432665	"gene210/gene209/gene2947/gene555/gene207/gene3971/gene2674/gene3003/gene204/gene1522/gene3045/gene579/gene3407/gene3044/gene2240"	15
"ko01210"	"2-Oxocarboxylic acid metabolism"	"7/354"	"31/1233"	0.832356688435383	0.999918220892177	0.817107687432665	"gene1027/gene1028/gene286/gene3714/gene2458/gene1030/gene3104"	7
"ko03030"	"DNA replication"	"4/354"	"19/1233"	0.841293354089171	0.999918220892177	0.817107687432665	"gene3825/gene1281/gene342/gene2613"	4
"ko02060"	"Phosphotransferase system (PTS)"	"6/354"	"28/1233"	0.859693981348813	0.999918220892177	0.817107687432665	"gene3049/gene259/gene3050/gene1469/gene1522/gene579"	6
"ko02010"	"ABC transporters"	"24/354"	"99/1233"	0.873973006941663	0.999918220892177	0.817107687432665	"gene3620/gene931/gene932/gene933/gene732/gene3424/gene1042/gene1040/gene3423/gene3422/gene3829/gene1654/gene1041/gene270/gene1601/gene3334/gene271/gene3335/gene542/gene472/gene3091/gene1942/gene3782/gene1437"	24
"ko03430"	"Mismatch repair"	"5/354"	"25/1233"	0.887569922478053	0.999918220892177	0.817107687432665	"gene2144/gene3950/gene1281/gene342/gene1257"	5
"ko03440"	"Homologous recombination"	"5/354"	"25/1233"	0.887569922478053	0.999918220892177	0.817107687432665	"gene138/gene1873/gene1281/gene342/gene1257"	5
"ko00710"	"Carbon fixation in photosynthetic organisms"	"3/354"	"17/1233"	0.906673160259108	0.999918220892177	0.817107687432665	"gene1633/gene760/gene3038"	3
"ko00550"	"Peptidoglycan biosynthesis"	"7/354"	"35/1233"	0.914968700346589	0.999918220892177	0.817107687432665	"gene3509/gene3137/gene2947/gene555/gene1601/gene2980/gene1747"	7
"ko00760"	"Nicotinate and nicotinamide metabolism"	"4/354"	"22/1233"	0.915515271750393	0.999918220892177	0.817107687432665	"gene1323/gene3494/gene2252/gene1276"	4
"ko04112"	"Cell cycle - Caulobacter"	"4/354"	"22/1233"	0.915515271750393	0.999918220892177	0.817107687432665	"gene2698/gene3825/gene501/gene3826"	4
"ko02024"	"Quorum sensing"	"13/354"	"60/1233"	0.919804966684062	0.999918220892177	0.817107687432665	"gene856/gene640/gene1813/gene376/gene638/gene1004/gene2707/gene1076/gene202/gene3264/gene3248/gene3247/gene995"	13
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"7/354"	"36/1233"	0.929085364541618	0.999918220892177	0.817107687432665	"gene1098/gene1726/gene3122/gene988/gene2823/gene1781/gene959"	7
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"2/354"	"14/1233"	0.942866264858323	0.999918220892177	0.817107687432665	"gene286/gene3714"	2
"ko03060"	"Protein export"	"2/354"	"14/1233"	0.942866264858323	0.999918220892177	0.817107687432665	"gene1813/gene2707"	2
"ko00300"	"Lysine biosynthesis"	"4/354"	"24/1233"	0.945980190392915	0.999918220892177	0.817107687432665	"gene3509/gene3137/gene656/gene2806"	4
"ko00230"	"Purine metabolism"	"15/354"	"72/1233"	0.954773780768626	0.999918220892177	0.817107687432665	"gene117/gene118/gene3703/gene111/gene1281/gene690/gene342/gene1913/gene563/gene3295/gene2252/gene2785/gene1276/gene1715/gene340"	15
"ko00330"	"Arginine and proline metabolism"	"2/354"	"16/1233"	0.967679090931701	0.999918220892177	0.817107687432665	"gene3275/gene656"	2
"ko00670"	"One carbon pool by folate"	"2/354"	"17/1233"	0.97581321502138	0.999918220892177	0.817107687432665	"gene2145/gene1781"	2
"ko01503"	"Cationic antimicrobial peptide (CAMP) resistance"	"1/354"	"11/1233"	0.976262865317939	0.999918220892177	0.817107687432665	"gene2498"	1
"ko02020"	"Two-component system"	"23/354"	"111/1233"	0.982623618769309	0.999918220892177	0.817107687432665	"gene3929/gene2204/gene3600/gene4014/gene2958/gene3341/gene4015/gene1292/gene1614/gene756/gene2279/gene2281/gene633/gene3610/gene187/gene2282/gene276/gene2498/gene2481/gene589/gene1942/gene128/gene1905"	23
"ko00521"	"Streptomycin biosynthesis"	"1/354"	"12/1233"	0.983139252942693	0.999918220892177	0.817107687432665	"gene2674"	1
"ko00770"	"Pantothenate and CoA biosynthesis"	"3/354"	"24/1233"	0.984302270929651	0.999918220892177	0.817107687432665	"gene3717/gene1666/gene3714"	3
"ko03420"	"Nucleotide excision repair"	"1/354"	"13/1233"	0.988027626782404	0.999918220892177	0.817107687432665	"gene547"	1
"ko05111"	"Biofilm formation - Vibrio cholerae"	"2/354"	"20/1233"	0.990033566766772	0.999918220892177	0.817107687432665	"gene2204/gene756"	2
"ko03070"	"Bacterial secretion system"	"2/354"	"22/1233"	0.99454665862748	0.999918220892177	0.817107687432665	"gene1813/gene1942"	2
"ko02026"	"Biofilm formation - Escherichia coli"	"1/354"	"19/1233"	0.998476164994315	0.999918220892177	0.817107687432665	"gene2204"	1
"ko03010"	"Ribosome"	"6/354"	"60/1233"	0.999918220892177	0.999918220892177	0.817107687432665	"gene1814/gene3191/gene3827/gene2420/gene1845/gene3233"	6
