"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko03018"	"RNA degradation"	"6/240"	"21/1233"	0.209811256114493	0.899594624602594	0.894333837324217	"gene517/gene3665/gene2831/gene1316/gene764/gene353"	6
"ko00220"	"Arginine biosynthesis"	"5/240"	"17/1233"	0.222618050497259	0.899594624602594	0.894333837324217	"gene1029/gene360/gene2456/gene1030/gene3104"	5
"ko02020"	"Two-component system"	"25/240"	"111/1233"	0.230514570288392	0.899594624602594	0.894333837324217	"gene126/gene2609/gene590/gene3611/gene3600/gene276/gene3665/gene2829/gene128/gene2903/gene414/gene621/gene3654/gene1413/gene633/gene756/gene3528/gene3772/gene2678/gene3495/gene127/gene1578/gene3529/gene1942/gene1905"	25
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"8/240"	"31/1233"	0.242689439143571	0.899594624602594	0.894333837324217	"gene300/gene816/gene1029/gene1489/gene2310/gene1030/gene2705/gene2706"	8
"ko00010"	"Glycolysis / Gluconeogenesis"	"11/240"	"45/1233"	0.245834922866876	0.899594624602594	0.894333837324217	"gene579/gene3065/gene429/gene2674/gene2824/gene3915/gene1470/gene1633/gene746/gene3524/gene1141"	11
"ko01120"	"Microbial metabolism in diverse environments"	"38/240"	"176/1233"	0.249887395722943	0.899594624602594	0.894333837324217	"gene849/gene2562/gene3258/gene581/gene112/gene300/gene3038/gene3065/gene103/gene2674/gene816/gene3175/gene1482/gene2916/gene283/gene519/gene2824/gene3915/gene1402/gene2712/gene333/gene1441/gene1489/gene1573/gene409/gene1633/gene746/gene105/gene1478/gene279/gene282/gene3058/gene104/gene1574/gene1290/gene3331/gene1259/gene1408"	38
"ko04122"	"Sulfur relay system"	"3/240"	"10/1233"	0.305789839082477	0.998876639706482	0.99303525584855	"gene2294/gene2887/gene3057"	3
"ko00260"	"Glycine, serine and threonine metabolism"	"7/240"	"29/1233"	0.328572392005224	0.998876639706482	0.99303525584855	"gene3243/gene2916/gene2824/gene3242/gene409/gene1478/gene722"	7
"ko01210"	"2-Oxocarboxylic acid metabolism"	"7/240"	"31/1233"	0.398795899353804	0.998876639706482	0.99303525584855	"gene3258/gene286/gene3254/gene2456/gene1030/gene2359/gene3104"	7
"ko00521"	"Streptomycin biosynthesis"	"3/240"	"12/1233"	0.422833848795155	0.998876639706482	0.99303525584855	"gene3065/gene2674/gene3973"	3
"ko04112"	"Cell cycle - Caulobacter"	"5/240"	"22/1233"	0.43182354086676	0.998876639706482	0.99303525584855	"gene2699/gene2134/gene1219/gene1251/gene1952"	5
"ko00240"	"Pyrimidine metabolism"	"12/240"	"57/1233"	0.432558900451142	0.998876639706482	0.99303525584855	"gene2699/gene3309/gene2252/gene2711/gene3374/gene2977/gene2712/gene2027/gene2705/gene2706/gene1276/gene1352"	12
"ko01230"	"Biosynthesis of amino acids"	"27/240"	"135/1233"	0.472254785483891	0.998876639706482	0.99303525584855	"gene3258/gene3038/gene989/gene991/gene816/gene435/gene3243/gene286/gene1029/gene950/gene988/gene3254/gene2824/gene3915/gene360/gene3242/gene333/gene409/gene2456/gene1030/gene3245/gene434/gene996/gene722/gene994/gene1408/gene3104"	27
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"5/240"	"23/1233"	0.473736143239854	0.998876639706482	0.99303525584855	"gene991/gene3243/gene950/gene3242/gene3245"	5
"ko00450"	"Selenocompound metabolism"	"4/240"	"18/1233"	0.476327924257578	0.998876639706482	0.99303525584855	"gene435/gene2415/gene333/gene434"	4
"ko00564"	"Glycerophospholipid metabolism"	"6/240"	"29/1233"	0.508522342601658	0.998876639706482	0.99303525584855	"gene16/gene2801/gene2800/gene736/gene1383/gene2307"	6
"ko03030"	"DNA replication"	"4/240"	"19/1233"	0.522242594222046	0.998876639706482	0.99303525584855	"gene2699/gene1256/gene2613/gene1251"	4
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"3/240"	"14/1233"	0.532496204765123	0.998876639706482	0.99303525584855	"gene3258/gene286/gene3254"	3
"ko00720"	"Carbon fixation pathways in prokaryotes"	"6/240"	"30/1233"	0.544766414877102	0.998876639706482	0.99303525584855	"gene849/gene2562/gene581/gene300/gene3175/gene333"	6
"ko00790"	"Folate biosynthesis"	"4/240"	"20/1233"	0.566166935103416	0.998876639706482	0.99303525584855	"gene2083/gene2647/gene2465/gene2084"	4
"ko00730"	"Thiamine metabolism"	"4/240"	"21/1233"	0.607788661538699	0.998876639706482	0.99303525584855	"gene3957/gene3179/gene2887/gene3057"	4
"ko03410"	"Base excision repair"	"3/240"	"16/1233"	0.629487030540553	0.998876639706482	0.99303525584855	"gene1257/gene3081/gene3888"	3
"ko00030"	"Pentose phosphate pathway"	"6/240"	"33/1233"	0.645537780718496	0.998876639706482	0.99303525584855	"gene3038/gene3065/gene3915/gene1633/gene3058/gene1408"	6
"ko00020"	"Citrate cycle (TCA cycle)"	"2/240"	"11/1233"	0.66298398304823	0.998876639706482	0.99303525584855	"gene300/gene3175"	2
"ko00710"	"Carbon fixation in photosynthetic organisms"	"3/240"	"17/1233"	0.672482368726031	0.998876639706482	0.99303525584855	"gene3038/gene3915/gene1633"	3
"ko02010"	"ABC transporters"	"18/240"	"99/1233"	0.67372726350639	0.998876639706482	0.99303525584855	"gene474/gene3782/gene473/gene1538/gene3654/gene1767/gene535/gene472/gene2803/gene574/gene1438/gene3780/gene3781/gene1535/gene1766/gene1942/gene825/gene1536"	18
"ko01110"	"Biosynthesis of secondary metabolites"	"46/240"	"249/1233"	0.699728796070134	0.998876639706482	0.99303525584855	"gene3957/gene3258/gene300/gene3038/gene3065/gene103/gene989/gene2674/gene2252/gene991/gene816/gene3175/gene435/gene16/gene3243/gene286/gene3053/gene1029/gene950/gene988/gene3254/gene2824/gene3915/gene360/gene3242/gene333/gene1441/gene2310/gene1633/gene746/gene2456/gene105/gene1030/gene2987/gene736/gene104/gene1383/gene3245/gene434/gene996/gene3570/gene1276/gene722/gene994/gene1408/gene3104"	46
"ko01130"	"Biosynthesis of antibiotics"	"34/240"	"188/1233"	0.729075851041606	0.998876639706482	0.99303525584855	"gene3957/gene300/gene3038/gene3065/gene2674/gene991/gene816/gene3175/gene435/gene3677/gene3243/gene2311/gene2916/gene1029/gene3545/gene950/gene3254/gene2824/gene3915/gene360/gene3242/gene409/gene1633/gene746/gene2456/gene1030/gene2987/gene3245/gene434/gene722/gene2359/gene3973/gene1408/gene3104"	34
"ko03440"	"Homologous recombination"	"4/240"	"25/1233"	0.748129314652234	0.998876639706482	0.99303525584855	"gene2699/gene1257/gene1795/gene1201"	4
"ko01200"	"Carbon metabolism"	"15/240"	"87/1233"	0.748603054821364	0.998876639706482	0.99303525584855	"gene849/gene2562/gene581/gene300/gene3038/gene2674/gene3175/gene2824/gene3915/gene333/gene409/gene1633/gene3058/gene722/gene1408"	15
"ko03420"	"Nucleotide excision repair"	"2/240"	"13/1233"	0.753197182911268	0.998876639706482	0.99303525584855	"gene553/gene3567"	2
"ko00620"	"Pyruvate metabolism"	"6/240"	"38/1233"	0.780354463028063	0.998876639706482	0.99303525584855	"gene849/gene581/gene300/gene3175/gene286/gene287"	6
"ko01502"	"Vancomycin resistance"	"2/240"	"14/1233"	0.789980679268959	0.998876639706482	0.99303525584855	"gene3137/gene3428"	2
"ko00983"	"Drug metabolism - other enzymes"	"2/240"	"15/1233"	0.821859554701314	0.998876639706482	0.99303525584855	"gene3570/gene1352"	2
"ko00970"	"Aminoacyl-tRNA biosynthesis"	"5/240"	"36/1233"	0.860092632311231	0.998876639706482	0.99303525584855	"gene959/gene832/gene988/gene1781/gene3263"	5
"ko00230"	"Purine metabolism"	"11/240"	"72/1233"	0.86088331044179	0.998876639706482	0.99303525584855	"gene2699/gene3065/gene3309/gene2252/gene3374/gene2749/gene2027/gene3570/gene1276/gene690/gene340"	11
"ko00270"	"Cysteine and methionine metabolism"	"6/240"	"43/1233"	0.872663060490649	0.998876639706482	0.99303525584855	"gene435/gene1280/gene1562/gene333/gene434/gene722"	6
"ko00670"	"One carbon pool by folate"	"2/240"	"17/1233"	0.872922540552617	0.998876639706482	0.99303525584855	"gene333/gene1781"	2
"ko00900"	"Terpenoid backbone biosynthesis"	"2/240"	"17/1233"	0.872922540552617	0.998876639706482	0.99303525584855	"gene3957/gene2987"	2
"ko02025"	"Biofilm formation - Pseudomonas aeruginosa"	"2/240"	"17/1233"	0.872922540552617	0.998876639706482	0.99303525584855	"gene126/gene786"	2
"ko00300"	"Lysine biosynthesis"	"3/240"	"24/1233"	0.875424348985226	0.998876639706482	0.99303525584855	"gene3137/gene3428/gene2359"	3
"ko02040"	"Flagellar assembly"	"5/240"	"37/1233"	0.876214424660466	0.998876639706482	0.99303525584855	"gene3625/gene103/gene1905/gene2219/gene2224"	5
"ko03430"	"Mismatch repair"	"3/240"	"25/1233"	0.892782762757907	0.998876639706482	0.99303525584855	"gene3950/gene2699/gene1257"	3
"ko00630"	"Glyoxylate and dicarboxylate metabolism"	"2/240"	"18/1233"	0.893073700919229	0.998876639706482	0.99303525584855	"gene2916/gene3058"	2
"ko00360"	"Phenylalanine metabolism"	"1/240"	"11/1233"	0.908560103598236	0.998876639706482	0.99303525584855	"gene991"	1
"ko00061"	"Fatty acid biosynthesis"	"2/240"	"19/1233"	0.910230723732458	0.998876639706482	0.99303525584855	"gene3677/gene3678"	2
"ko05111"	"Biofilm formation - Vibrio cholerae"	"2/240"	"20/1233"	0.924790481697336	0.998876639706482	0.99303525584855	"gene2803/gene756"	2
"ko00550"	"Peptidoglycan biosynthesis"	"4/240"	"35/1233"	0.932777323241682	0.998876639706482	0.99303525584855	"gene3137/gene2947/gene3428/gene2119"	4
"ko01212"	"Fatty acid metabolism"	"2/240"	"21/1233"	0.937109450774228	0.998876639706482	0.99303525584855	"gene3677/gene3678"	2
"ko00780"	"Biotin metabolism"	"1/240"	"13/1233"	0.940962310762242	0.998876639706482	0.99303525584855	"gene1423"	1
"ko00650"	"Butanoate metabolism"	"3/240"	"29/1233"	0.942522846702885	0.998876639706482	0.99303525584855	"gene1719/gene3254/gene1489"	3
"ko00770"	"Pantothenate and CoA biosynthesis"	"2/240"	"24/1233"	0.963602173569979	0.998876639706482	0.99303525584855	"gene3309/gene3254"	2
"ko00330"	"Arginine and proline metabolism"	"1/240"	"16/1233"	0.969417981382744	0.998876639706482	0.99303525584855	"gene2658"	1
"ko02026"	"Biofilm formation - Escherichia coli"	"1/240"	"19/1233"	0.984186983855311	0.998876639706482	0.99303525584855	"gene1622"	1
"ko03010"	"Ribosome"	"6/240"	"60/1233"	0.986330605621104	0.998876639706482	0.99303525584855	"gene3827/gene3832/gene1319/gene3191/gene1655/gene3198"	6
"ko00640"	"Propanoate metabolism"	"1/240"	"21/1233"	0.989823298786517	0.998876639706482	0.99303525584855	"gene1489"	1
"ko03070"	"Bacterial secretion system"	"1/240"	"22/1233"	0.991838487145622	0.998876639706482	0.99303525584855	"gene1942"	1
"ko02024"	"Quorum sensing"	"4/240"	"60/1233"	0.998876639706482	0.998876639706482	0.99303525584855	"gene2134/gene3545/gene3264/gene3265"	4
